START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,time,speed,price
2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,69.0,14.173913043478262,5511.0
2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,17.0,36.705882352941174,1614.0
2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,8.0,74.25,939.0
2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,8.0,27.75,938.0
2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,5.0,55.2,713.0
2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,,6.0,17.0,787.0
2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,19.0,32.8421052631579,1764.0
2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,26.0,22.846153846153847,2288.0
2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,3.0,50.0,562.0
2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,11.0,23.454545454545453,1162.0
2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,21.0,8.0,1911.0
2016-06-13 05:23:00,2016-06-13 05:42:00,Business,Cary,Morrisville,8.4,Meal/Entertain,19.0,26.526315789473685,1763.0
2016-06-13 14:17:00,2016-06-13 14:46:00,Business,Oakland,Emeryville,13.2,Meeting,29.0,27.310344827586206,2514.0
2016-06-13 18:08:00,2016-06-13 18:47:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,39.0,6.0,3260.0
2016-06-13 18:54:00,2016-06-13 19:23:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,29.0,10.551724137931034,2511.0
2016-06-13 20:00:00,2016-06-13 20:05:00,Business,Oakland,Unknown Location,5.2,Customer Visit,5.0,62.4,713.0
2016-06-14 12:03:00,2016-06-14 12:21:00,Business,Emeryville,San Francisco,9.8,,18.0,32.666666666666664,1689.0
2016-06-14 16:09:00,2016-06-14 16:39:00,Business,San Francisco,Emeryville,11.6,Meeting,30.0,23.2,2588.0
2016-06-14 17:15:00,2016-06-14 17:24:00,Business,Emeryville,Oakland,5.1,Meeting,9.0,34.0,1013.0
2016-06-14 17:27:00,2016-06-14 17:57:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,30.0,18.6,2587.0
2016-06-15 01:46:00,2016-06-15 02:06:00,Business,Kenner,New Orleans,12.4,Between Offices,20.0,37.2,1839.0
2016-06-15 15:26:00,2016-06-15 15:34:00,Business,CBD,Lower Garden District,1.9,Between Offices,8.0,14.25,937.0
2016-06-15 16:37:00,2016-06-15 17:02:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,25.0,15.36,2212.0
2016-06-15 17:29:00,2016-06-15 17:49:00,Personal,Lakeview,Storyville,5.5,,20.0,16.5,1837.0
2016-06-15 19:52:00,2016-06-15 19:58:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,6.0,15.0,787.0
2016-06-16 13:36:00,2016-06-16 14:30:00,Business,New Orleans,Metairie,14.5,,54.0,16.11111111111111,4387.0
2016-06-16 14:42:00,2016-06-16 14:46:00,Business,Metairie,Kenner,2.7,,4.0,40.5,637.0
2016-06-16 15:17:00,2016-06-16 15:41:00,Business,Kenner,New Orleans,15.0,,24.0,37.5,2140.0
2016-06-16 19:39:00,2016-06-16 19:56:00,Business,New Orleans,Kenner,12.9,,17.0,45.529411764705884,1614.0
2016-06-16 21:43:00,2016-06-16 21:56:00,Business,Kenner,New Orleans,13.6,,13.0,62.76923076923077,1315.0
2016-06-17 16:11:00,2016-06-17 16:44:00,Business,New Orleans,Kenner,12.2,,33.0,22.181818181818183,2813.0
2016-06-18 00:29:00,2016-06-18 00:51:00,Business,Morrisville,Cary,8.7,,22.0,23.727272727272727,1988.0
2016-06-19 02:39:00,2016-06-19 02:50:00,Business,Cary,Raleigh,6.0,,11.0,32.72727272727273,1163.0
2016-06-19 05:51:00,2016-06-19 06:00:00,Business,Raleigh,Cary,5.9,,9.0,39.333333333333336,1013.0
2016-06-21 15:39:00,2016-06-21 16:08:00,Business,Cary,Raleigh,19.3,,29.0,39.93103448275862,2516.0
2016-06-21 17:11:00,2016-06-21 18:02:00,Business,Raleigh,Cary,16.6,Meal/Entertain,51.0,19.529411764705884,4163.0
2016-06-24 10:41:00,2016-06-24 10:57:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,16.0,26.625,1538.0
2016-06-24 11:54:00,2016-06-24 12:01:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,7.0,18.0,862.0
2016-06-24 12:19:00,2016-06-24 12:37:00,Business,Cary,Raleigh,8.6,Errand/Supplies,18.0,28.666666666666668,1688.0
2016-06-24 12:50:00,2016-06-24 13:12:00,Business,Raleigh,Morrisville,9.0,Errand/Supplies,22.0,24.545454545454547,1988.0
2016-06-24 13:18:00,2016-06-24 13:27:00,Business,Morrisville,Cary,3.1,Errand/Supplies,9.0,20.666666666666668,1012.0
2016-06-24 14:01:00,2016-06-24 14:20:00,Business,Cary,Morrisville,8.4,Temporary Site,19.0,26.526315789473685,1763.0
2016-06-24 20:44:00,2016-06-24 21:02:00,Business,Kenner,New Orleans,12.8,,18.0,42.666666666666664,1689.0
2016-06-25 09:03:00,2016-06-25 09:12:00,Business,CBD,Bywater,4.5,,9.0,30.0,1013.0
2016-06-25 09:15:00,2016-06-25 10:08:00,Business,New Orleans,Chalmette,11.8,Between Offices,53.0,13.358490566037736,4311.0
2016-06-25 10:18:00,2016-06-25 10:25:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,7.0,9.428571428571429,862.0
2016-06-25 10:50:00,2016-06-25 11:18:00,Business,Arabi,Metairie,17.0,Meal/Entertain,28.0,36.42857142857143,2440.0
2016-06-25 11:25:00,2016-06-25 11:34:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,9.0,11.333333333333334,1012.0
2016-06-25 11:53:00,2016-06-25 13:21:00,Business,Metairie,New Orleans,15.5,Meeting,88.0,10.568181818181818,6934.0
2016-06-25 19:47:00,2016-06-25 19:58:00,Business,Storyville,Marigny,1.6,,11.0,8.727272727272727,1162.0
2016-06-25 23:19:00,2016-06-25 23:26:00,Business,Marigny,Storyville,1.5,,7.0,12.857142857142858,862.0
2016-06-26 17:43:00,2016-06-26 18:18:00,Business,New Orleans,Kenner,12.6,Meeting,35.0,21.6,2963.0
2016-06-26 18:45:00,2016-06-26 19:12:00,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,,27.0,10.666666666666666,2361.0
2016-06-26 19:41:00,2016-06-26 19:50:00,Business,Kenner,Kenner,2.2,,9.0,14.666666666666666,1012.0
2016-06-26 21:14:00,2016-06-26 21:42:00,Business,Kenner,New Orleans,13.0,,28.0,27.857142857142858,2438.0
2016-06-27 07:37:00,2016-06-27 08:48:00,Business,New Orleans,Covington,46.9,,71.0,39.63380281690141,5670.0
2016-06-27 08:51:00,2016-06-27 09:00:00,Business,Covington,Covington,2.5,,9.0,16.666666666666668,1012.0
2016-06-27 09:05:00,2016-06-27 09:33:00,Business,Covington,Covington,8.6,,28.0,18.428571428571427,2437.0
2016-06-27 09:43:00,2016-06-27 10:08:00,Business,Covington,Covington,5.2,,25.0,12.48,2212.0
2016-06-27 10:22:00,2016-06-27 10:39:00,Business,Covington,Covington,7.6,,17.0,26.823529411764707,1613.0
2016-06-27 10:51:00,2016-06-27 10:58:00,Business,Covington,Covington,1.8,,7.0,15.428571428571429,862.0
2016-06-27 11:06:00,2016-06-27 11:24:00,Business,Covington,Mandeville,4.7,,18.0,15.666666666666666,1687.0
2016-06-27 11:30:00,2016-06-27 11:42:00,Business,Mandeville,Mandeville,2.8,,12.0,14.0,1237.0
2016-06-27 12:22:00,2016-06-27 13:02:00,Business,Mandeville,Metairie,30.0,,40.0,45.0,3343.0
2016-06-27 13:56:00,2016-06-27 14:05:00,Business,Metairie,Kenner,4.4,,9.0,29.333333333333332,1013.0
2016-06-27 21:09:00,2016-06-27 21:19:00,Business,Jamestown Court,Jamestown Court,1.0,,10.0,6.0,1086.0
2016-06-28 00:48:00,2016-06-28 01:05:00,Business,Morrisville,Cary,8.2,Customer Visit,17.0,28.941176470588232,1613.0
2016-06-28 20:13:00,2016-06-28 20:33:00,Business,Cary,Durham,10.4,Meeting,20.0,31.2,1838.0
2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,25.0,23.76,2213.0
2016-06-29 08:56:00,2016-06-29 09:24:00,Business,Cary,Morrisville,7.3,,28.0,15.642857142857142,2437.0
2016-06-29 10:22:00,2016-06-29 10:38:00,Business,Morrisville,Cary,7.4,,16.0,27.75,1538.0
2016-06-29 11:49:00,2016-06-29 11:51:00,Business,Whitebridge,Westpark Place,1.6,,2.0,48.0,487.0
2016-06-29 12:11:00,2016-06-29 12:16:00,Business,Westpark Place,Whitebridge,1.8,,5.0,21.6,712.0
2016-06-29 20:11:00,2016-06-29 20:29:00,Business,Cary,Durham,10.4,Meeting,18.0,34.666666666666664,1689.0
2016-06-29 23:38:00,2016-06-30 00:00:00,Business,Durham,Cary,9.9,Meeting,22.0,27.0,1988.0
2016-06-30 20:09:00,2016-06-30 20:26:00,Business,Cary,Durham,9.9,Meeting,17.0,34.94117647058823,1614.0
2016-07-01 00:00:00,2016-07-01 00:25:00,Business,Durham,Cary,9.9,Meeting,25.0,23.76,2213.0
2016-07-01 09:34:00,2016-07-01 09:57:00,Business,Cary,Raleigh,13.3,Meeting,23.0,34.69565217391305,2064.0
2016-07-01 12:36:00,2016-07-01 13:00:00,Business,Raleigh,Cary,11.3,Meeting,24.0,28.25,2139.0
2016-07-01 20:06:00,2016-07-01 20:24:00,Business,Cary,Durham,10.5,Meeting,18.0,35.0,1689.0
2016-07-01 23:48:00,2016-07-02 00:09:00,Business,Durham,Cary,9.9,Meeting,21.0,28.285714285714285,1913.0
2016-07-02 20:18:00,2016-07-02 20:36:00,Business,Cary,Durham,10.1,Meeting,18.0,33.666666666666664,1689.0
2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,24.0,24.75,2138.0
2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,10.0,18.6,1087.0
2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,6.0,31.0,788.0
2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,18.0,33.0,1689.0
2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,15.0,39.6,1464.0
2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,18.0,29.333333333333332,1688.0
2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,26.0,20.076923076923077,2287.0
2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,17.0,41.64705882352941,1614.0
2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,5.0,14.4,712.0
2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,20.0,29.7,1838.0
2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,4.0,9.0,637.0
2016-07-05 20:06:00,2016-07-05 20:26:00,Business,Cary,Durham,9.9,,20.0,29.7,1838.0
2016-07-05 22:41:00,2016-07-05 23:02:00,Business,Durham,Morrisville,8.6,,21.0,24.571428571428573,1913.0
2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,20.0,18.9,1837.0
2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,19.0,31.263157894736842,1764.0
2016-07-06 12:48:00,2016-07-06 13:08:00,Business,Durham,Cary,9.9,,20.0,29.7,1838.0
2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,10.0,19.8,1087.0
2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,13.0,14.307692307692308,1312.0
2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,28.0,16.928571428571427,2437.0
2016-07-07 10:27:00,2016-07-07 10:33:00,Business,Morrisville,Cary,8.9,,6.0,89.0,789.0
2016-07-07 12:59:00,2016-07-07 13:35:00,Business,Kenner,New Orleans,12.8,,36.0,21.333333333333332,3038.0
2016-07-08 09:50:00,2016-07-08 10:13:00,Business,CBD,Pontchartrain Beach,7.7,,23.0,20.08695652173913,2063.0
2016-07-08 10:51:00,2016-07-08 11:12:00,Business,Pontchartrain Beach,CBD,7.0,,21.0,20.0,1913.0
2016-07-08 13:48:00,2016-07-08 14:11:00,Business,New Orleans,Metairie,12.5,,23.0,32.608695652173914,2064.0
2016-07-08 17:11:00,2016-07-08 17:30:00,Business,Kenner,New Orleans,13.2,,19.0,41.68421052631579,1765.0
2016-07-09 09:03:00,2016-07-09 09:46:00,Business,New Orleans,Kenner,13.0,,43.0,18.13953488372093,3562.0
2016-07-09 09:52:00,2016-07-09 10:06:00,Business,Kenner,Metairie,4.9,,14.0,21.0,1387.0
2016-07-09 10:15:00,2016-07-09 10:33:00,Business,Metairie,New Orleans,8.5,,18.0,28.333333333333332,1688.0
2016-07-10 14:10:00,2016-07-10 14:17:00,Business,CBD,St Thomas,1.3,,7.0,11.142857142857142,862.0
2016-07-10 16:04:00,2016-07-10 16:15:00,Business,St Thomas,CBD,1.8,,11.0,9.818181818181818,1162.0
2016-07-10 18:05:00,2016-07-10 18:21:00,Business,New Orleans,Kenner,13.6,,16.0,51.0,1540.0
2016-07-10 19:51:00,2016-07-10 20:08:00,Business,Kenner,New Orleans,13.4,,17.0,47.294117647058826,1615.0
2016-07-12 16:10:00,2016-07-12 16:45:00,Business,New Orleans,Kenner,12.3,,35.0,21.085714285714285,2963.0
2016-07-12 19:21:00,2016-07-12 19:26:00,Personal,Kenner,Kenner,1.4,,5.0,16.8,712.0
2016-07-12 23:47:00,2016-07-13 00:11:00,Personal,Morrisville,Cary,8.7,,24.0,21.75,2138.0
2016-07-13 12:39:00,2016-07-13 13:20:00,Personal,Cary,Morrisville,23.5,,41.0,34.390243902439025,3416.0
2016-07-13 13:25:00,2016-07-13 13:39:00,Personal,Morrisville,Morrisville,2.2,,14.0,9.428571428571429,1386.0
2016-07-13 13:42:00,2016-07-13 13:54:00,Personal,Morrisville,Cary,4.4,,12.0,22.0,1237.0
2016-07-14 15:51:00,2016-07-14 15:59:00,Personal,Cary,Morrisville,3.3,,8.0,24.75,937.0
2016-07-14 16:03:00,2016-07-14 16:34:00,Business,Morrisville,Morrisville,11.8,Errand/Supplies,31.0,22.838709677419356,2663.0
2016-07-14 16:39:00,2016-07-14 20:05:00,Business,Morrisville,Banner Elk,195.3,,206.0,56.883495145631066,15830.0
2016-07-15 11:32:00,2016-07-15 11:53:00,Personal,Banner Elk,Banner Elk,8.3,,21.0,23.714285714285715,1913.0
2016-07-15 12:09:00,2016-07-15 12:19:00,Personal,Banner Elk,Banner Elk,3.2,,10.0,19.2,1087.0
2016-07-15 12:35:00,2016-07-15 13:15:00,Personal,Banner Elk,Elk Park,22.4,,40.0,33.6,3340.0
2016-07-15 15:03:00,2016-07-15 15:33:00,Personal,Elk Park,Banner Elk,12.2,,30.0,24.4,2588.0
2016-07-15 15:40:00,2016-07-15 15:52:00,Personal,Banner Elk,Banner Elk,4.5,,12.0,22.5,1237.0
2016-07-16 13:14:00,2016-07-16 14:10:00,Personal,Banner Elk,Newland,28.1,,56.0,30.107142857142858,4541.0
2016-07-16 14:14:00,2016-07-16 14:30:00,Personal,Newland,Newland,3.8,,16.0,14.25,1537.0
2016-07-16 15:29:00,2016-07-16 16:57:00,Personal,Newland,Boone,41.9,,88.0,28.568181818181817,6943.0
2016-07-16 19:42:00,2016-07-16 20:35:00,Personal,Boone,Banner Elk,23.8,,53.0,26.943396226415093,4315.0
2016-07-16 21:45:00,2016-07-16 22:18:00,Personal,Banner Elk,Banner Elk,13.0,,33.0,23.636363636363637,2813.0
2016-07-16 22:50:00,2016-07-16 23:03:00,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,13.0,20.307692307692307,1312.0
2016-07-17 11:23:00,2016-07-17 11:50:00,Personal,Banner Elk,Boone,15.1,Charity ($),27.0,33.55555555555556,2365.0
2016-07-17 12:20:00,2016-07-17 15:25:00,Personal,Boone,Cary,180.2,Commute,185.0,58.443243243243245,14252.0
2016-07-18 10:37:00,2016-07-18 10:49:00,Personal,Cary,Morrisville,4.1,Moving,12.0,20.499999999999996,1237.0
2016-07-18 10:54:00,2016-07-18 11:15:00,Personal,Morrisville,Cary,6.1,Moving,21.0,17.428571428571427,1912.0
2016-07-18 11:25:00,2016-07-18 11:36:00,Personal,Northwoods,Preston,3.3,Moving,11.0,18.0,1162.0
2016-07-18 11:40:00,2016-07-18 11:56:00,Personal,Preston,Whitebridge,4.7,Moving,16.0,17.625,1537.0
2016-07-18 17:12:00,2016-07-18 17:33:00,Business,Cary,Apex,7.2,Meeting,21.0,20.571428571428573,1913.0
2016-07-18 18:32:00,2016-07-18 18:47:00,Business,Apex,Cary,5.5,Meal/Entertain,15.0,22.0,1463.0
2016-07-18 19:07:00,2016-07-18 19:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,7.0,28.285714285714285,863.0
2016-07-18 20:28:00,2016-07-18 20:32:00,Business,Hazelwood,Weston,0.9,Errand/Supplies,4.0,13.5,637.0
2016-07-18 21:11:00,2016-07-18 21:19:00,Business,Morrisville,Cary,3.8,Meal/Entertain,8.0,28.5,938.0
2016-07-19 10:35:00,2016-07-19 10:51:00,Business,Whitebridge,Stonewater,6.4,Customer Visit,16.0,24.0,1538.0
2016-07-19 10:56:00,2016-07-19 11:11:00,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,15.0,12.0,1462.0
2016-07-19 11:30:00,2016-07-19 12:00:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,30.0,17.4,2587.0
2016-07-19 17:14:00,2016-07-19 17:24:00,Business,Whitebridge,Chessington,3.9,Errand/Supplies,10.0,23.4,1087.0
2016-07-19 17:50:00,2016-07-19 18:08:00,Personal,Chessington,Whitebridge,4.8,,18.0,16.0,1687.0
2016-07-20 17:12:00,2016-07-20 17:24:00,Personal,Whitebridge,Edgehill Farms,2.8,,12.0,14.0,1237.0
2016-07-20 17:50:00,2016-07-20 17:57:00,Personal,Edgehill Farms,Preston,1.4,,7.0,12.0,862.0
2016-07-20 18:16:00,2016-07-20 18:20:00,Personal,Preston,Whitebridge,1.4,,4.0,21.0,637.0
2016-07-21 17:17:00,2016-07-21 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,,6.0,27.0,787.0
2016-07-21 17:42:00,2016-07-21 17:51:00,Business,Edgehill Farms,Burtrose,2.3,,9.0,15.333333333333334,1012.0
2016-07-21 18:27:00,2016-07-21 18:42:00,Business,Cary,Morrisville,3.7,,15.0,14.8,1462.0
2016-07-21 19:30:00,2016-07-21 19:39:00,Business,Morrisville,Cary,2.9,,9.0,19.333333333333332,1012.0
2016-07-22 10:42:00,2016-07-22 10:53:00,Business,Cary,Morrisville,3.8,,11.0,20.727272727272727,1162.0
2016-07-22 11:11:00,2016-07-22 11:25:00,Business,Morrisville,Cary,5.1,,14.0,21.857142857142858,1388.0
2016-07-22 11:37:00,2016-07-22 12:00:00,Business,Hazelwood,Lexington Park at Amberly,9.1,,23.0,23.73913043478261,2063.0
2016-07-22 12:14:00,2016-07-22 12:31:00,Business,Cary,Durham,8.0,,17.0,28.235294117647058,1613.0
2016-07-22 13:21:00,2016-07-22 13:42:00,Business,Durham,Cary,9.9,Meeting,21.0,28.285714285714285,1913.0
2016-07-22 14:27:00,2016-07-22 14:43:00,Business,Cary,Morrisville,6.1,Meal/Entertain,16.0,22.875,1538.0
2016-07-22 15:49:00,2016-07-22 16:22:00,Business,Morrisville,Cary,12.2,,33.0,22.181818181818183,2813.0
2016-07-22 18:33:00,2016-07-22 18:51:00,Business,Wayne Ridge,Whitebridge,8.0,,18.0,26.666666666666668,1688.0
2016-07-23 14:27:00,2016-07-23 14:44:00,Business,Cary,Morrisville,4.0,,17.0,14.117647058823529,1612.0
2016-07-23 14:48:00,2016-07-23 15:12:00,Business,Morrisville,Cary,9.5,,24.0,23.75,2138.0
2016-07-23 15:15:00,2016-07-23 15:27:00,Business,Cary,Morrisville,3.0,,12.0,15.0,1237.0
2016-07-23 15:50:00,2016-07-23 16:10:00,Business,Morrisville,Cary,6.3,,20.0,18.9,1837.0
2016-07-23 20:17:00,2016-07-23 20:33:00,Business,Cary,Durham,10.4,Meeting,16.0,39.0,1539.0
2016-07-23 23:18:00,2016-07-23 23:43:00,Business,Durham,Cary,9.9,Meeting,25.0,23.76,2213.0
2016-07-25 10:35:00,2016-07-25 10:41:00,Business,Whitebridge,Parkway,1.5,,6.0,15.0,787.0
2016-07-25 10:47:00,2016-07-25 10:58:00,Business,Cary,Morrisville,4.9,,11.0,26.727272727272727,1162.0
2016-07-25 11:04:00,2016-07-25 11:33:00,Business,Morrisville,Cary,7.9,,29.0,16.344827586206897,2512.0
2016-07-25 11:37:00,2016-07-25 11:44:00,Business,Parkway,Whitebridge,1.7,,7.0,14.571428571428571,862.0
2016-07-26 15:43:00,2016-07-26 15:49:00,Business,Whitebridge,Westpark Place,2.2,,6.0,22.0,787.0
2016-07-26 17:14:00,2016-07-26 17:24:00,Business,Westpark Place,Whitebridge,2.1,,10.0,12.6,1087.0
2016-07-26 20:52:00,2016-07-26 21:00:00,Business,Cary,Morrisville,2.5,Meal/Entertain,8.0,18.75,937.0
2016-07-26 22:31:00,2016-07-26 22:39:00,Business,Morrisville,Cary,2.5,Meal/Entertain,8.0,18.75,937.0
2016-07-27 19:08:00,2016-07-27 19:20:00,Business,Cary,Morrisville,2.8,,12.0,14.0,1237.0
2016-07-27 21:34:00,2016-07-27 21:57:00,Business,Morrisville,Raleigh,14.7,,23.0,38.34782608695652,2065.0
2016-07-27 22:00:00,2016-07-27 22:26:00,Business,Raleigh,Morrisville,14.6,,26.0,33.69230769230769,2289.0
2016-07-28 00:04:00,2016-07-28 00:09:00,Business,Morrisville,Cary,2.3,,5.0,27.6,712.0
2016-07-29 15:45:00,2016-07-29 15:47:00,Business,Whitebridge,Westpark Place,2.2,,2.0,66.0,487.0
2016-07-29 17:27:00,2016-07-29 17:45:00,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,18.0,7.333333333333333,1686.0
2016-07-30 17:02:00,2016-07-30 17:27:00,Business,Cary,Durham,14.0,,25.0,33.6,2214.0
2016-07-30 21:16:00,2016-07-30 21:41:00,Business,Durham,Cary,13.3,,25.0,31.92,2214.0
2016-07-31 17:30:00,2016-07-31 17:37:00,Business,Westpark Place,Whitebridge,1.8,,7.0,15.428571428571429,862.0
2016-08-01 12:47:00,2016-08-01 13:04:00,Business,Whitebridge,Arlington Park at Amberly,6.2,,17.0,21.88235294117647,1612.0
2016-08-01 13:08:00,2016-08-01 13:19:00,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,,11.0,7.090909090909091,1162.0
2016-08-01 13:28:00,2016-08-01 13:46:00,Business,Lexington Park at Amberly,Westpark Place,1.9,,18.0,6.333333333333333,1686.0
2016-08-01 13:52:00,2016-08-01 14:14:00,Business,Cary,Apex,6.9,,22.0,18.818181818181817,1987.0
2016-08-01 15:40:00,2016-08-01 15:47:00,Business,Apex,Cary,4.6,,7.0,39.42857142857143,863.0
2016-08-01 16:18:00,2016-08-01 16:25:00,Business,Whitebridge,Edgehill Farms,2.8,,7.0,24.0,862.0
2016-08-01 16:29:00,2016-08-01 16:59:00,Business,Cary,Morrisville,9.1,,30.0,18.2,2587.0
2016-08-01 17:23:00,2016-08-01 17:55:00,Business,Morrisville,Cary,8.1,,32.0,15.1875,2737.0
2016-08-02 08:11:00,2016-08-02 08:32:00,Business,Cary,Morrisville,8.4,Meeting,21.0,24.0,1913.0
2016-08-02 11:51:00,2016-08-02 12:15:00,Business,Arlington,Washington,4.9,,24.0,12.25,2136.0
2016-08-02 19:15:00,2016-08-02 19:23:00,Business,Kalorama Triangle,K Street,1.0,,8.0,7.5,936.0
2016-08-02 21:23:00,2016-08-02 21:29:00,Business,K Street,Kalorama Triangle,1.0,,6.0,10.0,787.0
2016-08-03 12:46:00,2016-08-03 13:00:00,Business,West End,Northwest Rectangle,2.0,,14.0,8.571428571428571,1386.0
2016-08-03 14:59:00,2016-08-03 15:03:00,Business,K Street,Kalorama Triangle,1.1,,4.0,16.5,637.0
2016-08-03 16:00:00,2016-08-03 16:04:00,Business,Kalorama Triangle,Downtown,1.5,,4.0,22.5,637.0
2016-08-05 17:23:00,2016-08-05 17:30:00,Business,Connecticut Avenue,Kalorama Triangle,1.3,,7.0,11.142857142857142,862.0
2016-08-05 18:17:00,2016-08-05 18:21:00,Business,Kalorama Triangle,Columbia Heights,1.8,,4.0,27.0,637.0
2016-08-05 19:17:00,2016-08-05 19:27:00,Business,Columbia Heights,Kalorama Triangle,1.5,,10.0,9.0,1087.0
2016-08-06 06:40:00,2016-08-06 06:58:00,Business,Washington,Arlington,6.6,,18.0,22.0,1687.0
2016-08-06 09:31:00,2016-08-06 09:53:00,Business,Morrisville,Cary,8.0,,22.0,21.818181818181817,1988.0
2016-08-07 17:14:00,2016-08-07 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,,9.0,18.0,1012.0
2016-08-07 17:28:00,2016-08-07 17:43:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,15.0,10.8,1461.0
2016-08-07 18:17:00,2016-08-07 18:23:00,Business,Cary,Morrisville,2.5,,6.0,25.0,787.0
2016-08-07 20:15:00,2016-08-07 20:23:00,Business,Morrisville,Cary,2.5,Meal/Entertain,8.0,18.75,937.0
2016-08-08 16:17:00,2016-08-08 16:31:00,Business,Whitebridge,Farmington Woods,5.2,,14.0,22.285714285714285,1388.0
2016-08-08 16:37:00,2016-08-08 16:50:00,Business,Farmington Woods,Edgehill Farms,4.0,,13.0,18.46153846153846,1312.0
2016-08-08 17:02:00,2016-08-08 17:13:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,11.0,14.727272727272727,1162.0
2016-08-08 21:50:00,2016-08-08 22:15:00,Business,Cary,Morrisville,4.8,,25.0,11.52,2211.0
2016-08-08 23:28:00,2016-08-08 23:37:00,Business,Morrisville,Cary,3.2,Customer Visit,9.0,21.333333333333332,1012.0
2016-08-09 14:20:00,2016-08-09 14:38:00,Business,Whitebridge,Waverly Place,6.9,,18.0,23.0,1687.0
2016-08-09 15:15:00,2016-08-09 15:36:00,Business,Cary,Raleigh,14.9,,21.0,42.57142857142857,1915.0
2016-08-09 16:04:00,2016-08-09 16:37:00,Business,Raleigh,Cary,17.4,,33.0,31.636363636363637,2815.0
2016-08-10 16:56:00,2016-08-10 17:24:00,Business,Cary,Durham,12.9,,28.0,27.642857142857142,2438.0
2016-08-10 17:53:00,2016-08-10 18:28:00,Business,Durham,Apex,15.3,,35.0,26.228571428571428,2964.0
