transaction_amount,device_type,browser,payment_method,country,num_items,time_on_site_sec,is_first_purchase,referral,hour_of_day,account_age_days,Fraud
34.99,Desktop,Chrome,Card,DE,2,349.0,No,Direct,4,1352,0
101.57,Mobile,Chrome,Card,US,1,347.0,Yes,Search,22,1445,0
62.42,Mobile,Chrome,PayPal,UK,4,282.0,Yes,Social,6,16,0
73.56,Desktop,Safari,PayPal,US,1,38.0,No,Search,19,1616,0
7.969999999999999,Desktop,Chrome,Card,US,5,180.0,Yes,Direct,15,485,0
77.63,Tablet,Chrome,COD,US,1,239.0,No,Search,11,424,0
66.65,Desktop,Edge,Card,FR,2,251.0,No,Search,12,262,0
88.25,Tablet,Chrome,Card,UK,3,160.0,Yes,Direct,23,1475,0
18.44,Mobile,Safari,Card,UK,6,379.0,No,Social,8,485,0
11.18,Desktop,Chrome,PayPal,US,1,68.0,No,Search,10,351,0
23.770000000000003,Mobile,Firefox,Card,UK,3,99.0,Yes,Search,13,1412,0
-0.8499999999999996,Desktop,Chrome,BankTransfer,US,7,445.0,No,Social,20,1368,0
50.64,Mobile,Other,Card,FR,3,273.0,No,Search,15,1752,0
8.3,Mobile,Chrome,Card,BR,5,119.0,Yes,Search,13,1164,0
6.18,Mobile,Chrome,PayPal,US,6,376.0,Yes,Search,23,632,0
11.48,Mobile,Chrome,Card,BR,6,237.0,No,Social,9,1588,0
-0.4600000000000008,Desktop,Edge,PayPal,US,7,151.0,No,Search,23,62,0
81.45,Mobile,Safari,Card,US,4,157.0,No,Direct,23,1683,0
30.770000000000003,Mobile,Other,Card,US,5,127.0,Yes,Search,22,650,0
62.43,Mobile,Firefox,PayPal,US,2,77.0,No,Direct,19,178,1
149.59,Tablet,Other,Card,DE,4,145.0,Yes,Direct,6,1284,0
10.78,Desktop,Chrome,Card,US,6,51.0,No,Ads,18,166,0
9.43,Tablet,Chrome,PayPal,IN,3,82.0,Yes,Direct,6,1626,0
13.55,Mobile,Chrome,Card,CN,1,57.0,No,Social,14,1730,0
13.38,Mobile,Safari,Card,US,1,95.0,No,Search,9,1539,0
3.09,Tablet,Other,Card,UK,7,204.0,Yes,Search,14,14,0
19.16,Mobile,Chrome,Card,US,7,37.0,Yes,Social,14,173,0
13.29,Desktop,Edge,Card,US,3,99.0,Yes,Ads,8,1823,0
67.8,Desktop,Chrome,Card,FR,2,274.0,Yes,Search,21,1191,0
17.3,Desktop,Chrome,BankTransfer,FR,2,104.0,No,Ads,18,755,0
53.58,Tablet,Chrome,Card,US,5,162.0,No,Direct,18,1598,0
4.27,Mobile,Firefox,Card,FR,4,63.0,No,Search,13,412,0
9.07,Mobile,Chrome,Card,US,4,27.0,Yes,Search,17,1136,0
117.88,Mobile,Firefox,Card,CN,2,186.0,No,Search,12,1269,0
21.58,Desktop,Safari,Card,US,3,133.0,No,Social,7,491,0
44.49,Desktop,Safari,PayPal,CN,4,261.0,No,Direct,10,1208,0
75.31,Tablet,Safari,PayPal,US,3,198.0,Yes,Direct,11,1773,0
126.38,Mobile,Chrome,PayPal,BR,3,158.0,No,Social,17,1807,0
133.47,Desktop,Chrome,PayPal,Other,1,160.0,No,Social,17,1527,0
46.05,Desktop,Chrome,BankTransfer,US,2,183.0,No,Social,4,1344,0
11.78,Desktop,Firefox,PayPal,US,3,155.0,Yes,Direct,5,1605,0
66.15,Mobile,Firefox,Card,US,2,145.0,No,Search,8,354,0
23.450000000000003,Desktop,Firefox,Card,US,6,69.0,Yes,Direct,8,1596,0
35.96,Desktop,Chrome,Card,Other,5,45.0,Yes,Direct,22,1776,0
21.81,Tablet,Chrome,Card,DE,1,46.0,Yes,Direct,9,208,0
1.9600000000000009,Mobile,Safari,Card,DE,1,523.0,No,Direct,3,597,0
223.95,Desktop,Chrome,PayPal,CN,3,179.0,Yes,Search,14,1044,0
127.84,Mobile,Chrome,Card,US,1,109.0,Yes,Direct,5,888,0
26.08,Desktop,Chrome,Card,DE,6,85.0,No,Search,18,647,0
40.77,Mobile,Chrome,PayPal,CN,2,55.0,No,Search,22,1285,0
59.06,Tablet,Chrome,PayPal,US,1,336.0,No,Direct,14,813,0
119.12,Mobile,Chrome,PayPal,Other,7,70.0,Yes,Search,12,330,0
30.340000000000003,Desktop,Chrome,Card,US,1,222.0,Yes,Direct,8,1553,0
6.23,Desktop,Safari,Card,UK,3,67.0,No,Direct,0,1402,0
59.0,Mobile,Chrome,BankTransfer,Other,3,152.0,No,Search,6,1312,0
92.18,Mobile,Firefox,Card,BR,1,57.0,No,Ads,21,1803,0
9.57,Desktop,Chrome,PayPal,US,6,351.0,Yes,Direct,15,609,0
81.62,Desktop,Other,PayPal,US,6,177.0,No,Search,18,23,0
54.260000000000005,Mobile,Chrome,PayPal,US,5,263.0,Yes,Direct,22,1244,0
21.29,Mobile,Chrome,BankTransfer,CN,4,51.0,No,Ads,20,1742,0
48.23,Desktop,Edge,Card,US,3,101.0,Yes,Social,2,478,0
23.33,Mobile,Chrome,Card,IN,2,143.0,No,Search,15,147,0
21.13,Mobile,Edge,Card,BR,2,308.0,No,Search,12,547,0
57.78,Desktop,Chrome,Card,DE,7,64.0,No,Direct,22,1163,0
79.05,Mobile,Chrome,PayPal,Other,1,203.0,Yes,Social,22,935,0
17.1,Desktop,Chrome,Card,US,2,104.0,No,Search,22,408,0
12.54,Desktop,Chrome,PayPal,CN,2,47.0,Yes,Search,12,823,0
56.48,Mobile,Chrome,COD,US,7,124.0,Yes,Search,5,1512,0
9.25,Mobile,Chrome,Card,CN,3,288.0,No,Search,12,831,0
-7.16,Mobile,Chrome,Card,UK,4,122.0,Yes,Search,17,800,0
54.510000000000005,Desktop,Safari,COD,Other,4,154.0,No,Search,19,455,0
65.16,Desktop,Safari,Card,US,3,57.0,No,Search,19,1674,0
37.53,Desktop,Chrome,PayPal,IN,7,117.0,No,Direct,20,53,0
95.99,Mobile,Safari,PayPal,IN,5,150.0,No,Social,17,261,1
19.57,Desktop,Chrome,PayPal,FR,5,82.0,Yes,Direct,20,178,0
112.71,Desktop,Safari,PayPal,IN,2,191.0,Yes,Search,15,183,0
184.25,Mobile,Edge,COD,UK,7,88.0,No,Ads,17,701,0
18.07,Mobile,Chrome,Card,US,2,126.0,No,Direct,13,878,0
76.13,Mobile,Safari,COD,BR,1,156.0,No,Direct,17,67,0
72.46,Tablet,Chrome,Card,FR,1,60.0,No,Search,15,435,0
56.69,Tablet,Safari,Card,BR,6,119.0,No,Ads,12,1648,0
19.72,Desktop,Safari,Card,BR,7,95.0,No,Direct,8,1273,0
1007.69,Mobile,Edge,Card,FR,5,13.0,Yes,Ads,18,1413,1
10.11,Mobile,Chrome,Card,US,4,151.0,Yes,Direct,19,1019,0
20.78,Desktop,Chrome,Card,US,3,109.0,Yes,Social,16,985,0
168.09,Mobile,Chrome,Card,CN,2,487.0,No,Search,1,367,0
200.6,Mobile,Safari,COD,CN,2,224.0,No,Direct,18,1652,0
10.84,Mobile,Chrome,PayPal,FR,3,123.0,No,Direct,17,525,0
284.74,Mobile,Chrome,Card,BR,6,42.0,No,Direct,8,1290,0
2.789999999999999,Desktop,Safari,PayPal,UK,6,113.0,No,Social,4,645,0
158.49,Desktop,Firefox,COD,US,7,123.0,Yes,Direct,12,1395,0
82.08,Desktop,Chrome,Card,BR,1,128.0,Yes,Search,6,1194,0
42.31,Mobile,Firefox,Card,US,6,280.0,No,Search,11,1808,0
611.13,Desktop,Chrome,Card,UK,5,121.0,No,Search,14,1127,0
15.86,Desktop,Chrome,Card,BR,5,50.0,No,Search,0,1173,0
75.26,Mobile,Chrome,Card,BR,4,198.0,No,Search,5,1323,0
31.53,Desktop,Edge,Card,US,1,266.0,No,Social,3,1018,0
24.56,Mobile,Chrome,BankTransfer,DE,6,93.0,No,Search,16,810,0
64.31,Desktop,Edge,Card,Other,4,73.0,Yes,Direct,1,1155,0
88.93,Tablet,Other,Card,IN,3,60.0,Yes,Social,16,1674,0
59.95,Desktop,Chrome,COD,US,6,150.0,No,Direct,3,712,0
-4.03,Mobile,Safari,Card,US,4,56.0,No,Social,22,814,0
59.69,Desktop,Chrome,Card,CN,7,207.0,No,Ads,10,617,0
74.86,Desktop,Edge,BankTransfer,BR,7,109.0,Yes,Search,9,1821,0
146.28,Desktop,Safari,COD,BR,1,171.0,No,Search,19,1155,0
51.24,Mobile,Chrome,Card,IN,2,50.0,Yes,Social,9,1661,0
77.95,Mobile,Chrome,Card,DE,2,158.0,No,Social,1,1686,0
98.49,Mobile,Chrome,Card,CN,6,74.0,No,Direct,20,1822,0
6.620000000000001,Mobile,Other,PayPal,IN,6,33.0,No,Social,12,1053,0
597.62,Desktop,Chrome,Card,IN,6,0.0,No,Direct,18,312,1
110.01,Mobile,Other,Card,DE,1,198.0,Yes,Direct,19,1514,0
145.33,Desktop,Edge,BankTransfer,Other,4,21.0,No,Direct,7,12,0
12.03,Mobile,Chrome,PayPal,DE,5,245.0,No,Search,4,765,0
9.010000000000002,Mobile,Safari,Card,US,5,291.0,Yes,Direct,0,1800,0
4.67,Tablet,Chrome,Card,US,7,111.0,No,Social,0,1042,0
7.780000000000001,Desktop,Firefox,PayPal,US,3,398.0,No,Search,10,398,0
98.22,Desktop,Chrome,Card,DE,3,233.0,Yes,Search,3,67,0
14.18,Desktop,Safari,Card,CN,5,78.0,No,Direct,5,1661,0
18.01,Mobile,Firefox,Card,Other,6,200.0,No,Search,20,1349,0
218.25,Desktop,Chrome,PayPal,US,7,222.0,Yes,Direct,14,949,0
39.74,Desktop,Chrome,PayPal,US,7,167.0,No,Search,16,1747,0
661.59,Mobile,Chrome,PayPal,DE,7,188.0,Yes,Search,13,294,1
69.71,Mobile,Firefox,PayPal,BR,1,153.0,Yes,Search,13,1532,0
162.93,Desktop,Safari,Card,IN,7,87.0,Yes,Direct,16,1289,0
184.51,Mobile,Other,Card,US,6,104.0,Yes,Social,6,1288,0
41.92,Desktop,Firefox,PayPal,IN,7,65.0,No,Search,13,1427,0
55.59,Desktop,Safari,Card,CN,5,252.0,Yes,Social,20,956,0
31.66,Desktop,Chrome,Card,UK,4,288.0,Yes,Direct,8,1603,0
201.09,Desktop,Chrome,BankTransfer,UK,6,91.0,Yes,Search,16,663,0
29.69,Mobile,Chrome,Card,BR,2,166.0,No,Direct,21,1445,0
121.67,Mobile,Safari,Card,US,4,314.0,No,Search,17,1810,0
1.59,Desktop,Edge,Card,BR,7,59.0,No,Search,8,201,0
821.43,Mobile,Edge,Card,US,6,123.0,No,Search,6,674,1
37.46,Tablet,Chrome,Card,US,3,47.0,No,Direct,15,223,0
192.17,Mobile,Firefox,Card,IN,7,66.0,Yes,Ads,3,254,0
26.86,Mobile,Safari,Card,US,4,251.0,No,Direct,9,1486,0
15.61,Tablet,Safari,PayPal,BR,2,94.0,No,Search,21,1672,0
7.260000000000002,Mobile,Chrome,PayPal,DE,4,139.0,No,Search,19,696,0
4.380000000000001,Desktop,Chrome,Card,IN,2,39.0,Yes,Search,8,1411,0
-2.1100000000000003,Mobile,Safari,PayPal,Other,7,121.0,Yes,Search,12,777,0
16.35,Desktop,Edge,PayPal,UK,1,115.0,Yes,Ads,14,126,0
36.23,Desktop,Chrome,Card,US,4,386.0,No,Social,5,1230,0
59.49,Desktop,Safari,PayPal,US,2,293.0,Yes,Ads,17,119,0
47.53,Mobile,Firefox,PayPal,BR,5,94.0,No,Direct,5,1606,0
36.52,Mobile,Firefox,Card,DE,1,48.0,No,Ads,0,211,0
156.24,Desktop,Chrome,Card,US,4,217.0,No,Search,12,833,0
8.780000000000001,Mobile,Chrome,Card,BR,4,79.0,No,Direct,3,1555,0
24.35,Desktop,Chrome,Card,BR,4,139.0,No,Ads,5,377,0
75.29,Desktop,Chrome,Card,US,3,317.0,Yes,Search,22,975,0
28.41,Desktop,Edge,Card,BR,2,234.0,Yes,Social,10,1746,0
327.6,Desktop,Edge,PayPal,US,1,118.0,No,Direct,13,782,0
147.61,Desktop,Firefox,PayPal,UK,4,49.0,Yes,Social,19,622,0
24.840000000000003,Desktop,Safari,Card,BR,2,114.0,Yes,Ads,12,677,0
45.36,Tablet,Chrome,Card,CN,6,411.0,Yes,Search,11,669,0
86.45,Mobile,Other,Card,IN,2,284.0,Yes,Search,1,548,1
35.68,Mobile,Chrome,Card,Other,3,134.0,No,Search,9,1015,0
81.79,Desktop,Edge,Card,CN,7,224.0,No,Search,8,830,0
54.620000000000005,Desktop,Chrome,PayPal,UK,7,75.0,No,Direct,16,1198,0
40.3,Mobile,Chrome,Card,FR,1,515.0,No,Social,4,183,0
78.04,Mobile,Chrome,PayPal,UK,2,384.0,No,Search,0,1808,0
357.41,Desktop,Chrome,Card,CN,1,202.0,Yes,Direct,5,1290,0
369.88,Desktop,Safari,PayPal,US,4,86.0,No,Search,10,892,0
21.94,Desktop,Firefox,Card,BR,3,290.0,Yes,Search,1,1524,0
71.68,Desktop,Edge,PayPal,Other,7,88.0,Yes,Direct,10,554,0
29.66,Mobile,Edge,Card,IN,6,64.0,Yes,Search,0,881,0
-0.7100000000000009,Desktop,Firefox,Card,DE,1,43.0,Yes,Search,1,1022,0
19.14,Desktop,Chrome,PayPal,US,6,173.0,Yes,Direct,0,743,0
172.38,Desktop,Chrome,PayPal,CN,7,262.0,No,Search,11,1741,0
38.45,Mobile,Other,Card,US,6,290.0,Yes,Direct,6,673,0
93.1,Desktop,Chrome,PayPal,IN,2,83.0,Yes,Search,8,1574,0
0.0099999999999997,Mobile,Chrome,Card,UK,2,132.0,No,Search,13,391,0
135.69,Mobile,Edge,BankTransfer,IN,5,60.0,Yes,Direct,19,134,0
79.66,Mobile,Edge,Card,CN,4,133.0,No,Direct,6,325,0
2.619999999999999,Desktop,Safari,PayPal,FR,5,123.0,Yes,Social,13,300,0
12.06,Desktop,Chrome,Card,FR,1,26.0,No,Social,6,407,0
38.82,Mobile,Edge,Card,US,6,140.0,No,Search,1,1284,0
251.73,Desktop,Chrome,Card,FR,5,437.0,No,Ads,11,1459,0
36.79,Desktop,Chrome,Card,Other,1,432.0,No,Social,4,127,0
567.19,Tablet,Firefox,PayPal,US,4,183.0,No,Direct,19,1058,1
21.07,Mobile,Chrome,PayPal,US,3,261.0,No,Search,16,1196,0
86.85,Mobile,Firefox,PayPal,BR,6,59.0,No,Search,4,63,1
27.81,Mobile,Edge,Card,Other,5,114.0,No,Social,20,1039,0
86.71,Mobile,Safari,PayPal,DE,3,97.0,No,Social,16,1058,0
59.400000000000006,Mobile,Chrome,Card,US,7,87.0,Yes,Search,13,1791,0
43.49,Mobile,Chrome,PayPal,US,3,96.0,No,Direct,7,551,0
29.31,Desktop,Chrome,BankTransfer,US,6,127.0,No,Direct,7,1128,0
16.98,Tablet,Chrome,PayPal,UK,4,72.0,Yes,Ads,10,170,0
21.62,Desktop,Chrome,PayPal,UK,7,163.0,No,Search,0,1115,0
8.870000000000001,Mobile,Edge,Card,US,7,124.0,Yes,Search,2,1271,0
78.88,Mobile,Chrome,PayPal,US,3,61.0,Yes,Social,3,29,0
9.07,Desktop,Chrome,Card,US,5,82.0,Yes,Direct,20,1717,0
28.76,Desktop,Firefox,Card,US,3,56.0,Yes,Direct,15,382,0
9.85,Mobile,Chrome,Card,CN,7,176.0,No,Direct,12,665,0
18.16,Mobile,Chrome,Card,DE,2,211.0,No,Direct,18,1711,0
120.59,Desktop,Safari,PayPal,US,5,136.0,No,Social,0,1303,0
50.09,Mobile,Chrome,Card,CN,2,186.0,Yes,Ads,22,457,0
46.72,Mobile,Firefox,PayPal,CN,5,75.0,No,Social,2,311,0
27.55,Tablet,Firefox,PayPal,DE,2,174.0,Yes,Social,16,1676,0
116.97,Desktop,Chrome,PayPal,UK,3,40.0,Yes,Direct,14,1381,0
19.04,Desktop,Chrome,Card,BR,5,128.0,Yes,Search,8,239,0
244.68,Desktop,Edge,Card,DE,7,63.0,Yes,Social,12,77,0
35.88,Mobile,Chrome,PayPal,UK,5,332.0,Yes,Search,20,1032,0
142.15,Desktop,Edge,Card,BR,4,245.0,No,Search,15,736,0
77.33,Desktop,Chrome,Card,BR,1,167.0,No,Search,17,85,0
20.79,Mobile,Chrome,Card,DE,6,174.0,Yes,Search,22,330,0
11.09,Mobile,Chrome,BankTransfer,DE,1,109.0,No,Direct,11,485,0
27.270000000000003,Desktop,Firefox,PayPal,US,6,94.0,Yes,Search,8,86,0
38.42,Desktop,Chrome,Card,US,5,11.0,No,Search,8,823,0
52.94,Desktop,Firefox,PayPal,US,3,73.0,No,Search,8,226,0
15.55,Mobile,Chrome,COD,US,4,388.0,No,Direct,7,678,0
53.06,Mobile,Other,Card,FR,2,302.0,No,Social,20,1389,0
24.53,Mobile,Firefox,PayPal,CN,6,380.0,No,Direct,12,344,0
31.950000000000003,Desktop,Chrome,PayPal,BR,5,107.0,No,Social,2,421,0
61.06,Mobile,Chrome,Card,US,3,251.0,No,Search,15,1811,0
172.41,Mobile,Chrome,Card,Other,1,164.0,Yes,Search,17,494,0
115.26,Desktop,Chrome,Card,US,1,399.0,No,Direct,23,1373,0
2.869999999999999,Desktop,Safari,PayPal,Other,2,227.0,No,Search,1,519,0
21.58,Mobile,Safari,Card,CN,5,87.0,No,Social,17,1593,0
8.89,Desktop,Safari,Card,IN,7,147.0,Yes,Search,4,964,0
160.48,Mobile,Firefox,PayPal,BR,2,80.0,No,Social,2,1745,0
6.760000000000002,Desktop,Safari,Card,FR,4,37.0,Yes,Social,5,1403,0
11.35,Mobile,Chrome,PayPal,Other,2,161.0,No,Search,12,101,0
104.22,Desktop,Chrome,PayPal,BR,4,187.0,Yes,Search,9,652,1
-0.2400000000000002,Desktop,Chrome,Card,US,1,46.0,Yes,Direct,12,1315,0
63.38,Desktop,Edge,Card,US,7,203.0,No,Search,15,1742,0
13.239999999999998,Desktop,Edge,Card,DE,2,192.0,No,Search,15,315,0
449.71,Desktop,Other,Card,UK,2,373.0,No,Social,22,1154,0
45.15,Desktop,Chrome,COD,IN,2,102.0,No,Search,16,1431,0
26.200000000000003,Mobile,Other,PayPal,BR,5,167.0,No,Search,3,134,0
120.18,Mobile,Chrome,PayPal,Other,4,61.0,Yes,Search,14,638,0
-2.12,Mobile,Edge,Card,US,3,135.0,No,Search,16,140,0
21.56,Mobile,Firefox,Card,US,4,57.0,No,Direct,8,1336,0
45.79,Mobile,Safari,PayPal,Other,2,199.0,No,Search,6,1759,0
-1.1799999999999995,Mobile,Chrome,BankTransfer,BR,7,256.0,Yes,Direct,4,1004,0
33.83,Mobile,Edge,Card,US,2,156.0,No,Search,9,126,0
75.73,Desktop,Edge,Card,DE,1,239.0,Yes,Social,13,535,0
41.46,Mobile,Chrome,Card,BR,2,152.0,No,Ads,14,819,0
48.92,Desktop,Chrome,COD,Other,3,123.0,No,Search,2,1486,0
136.92,Mobile,Firefox,Card,IN,4,34.0,No,Search,14,129,0
36.97,Desktop,Chrome,PayPal,US,2,111.0,No,Search,8,100,0
75.81,Desktop,Chrome,Card,IN,1,77.0,Yes,Search,0,1606,0
14.22,Mobile,Chrome,Card,FR,2,69.0,No,Social,13,1511,0
20.23,Tablet,Chrome,PayPal,IN,6,15.0,Yes,Ads,13,572,0
0.7599999999999998,Desktop,Chrome,Card,Other,6,157.0,No,Search,7,1276,0
33.81,Mobile,Safari,PayPal,CN,4,48.0,No,Social,14,919,0
18.82,Desktop,Firefox,Card,CN,2,195.0,Yes,Social,21,1045,0
243.16,Desktop,Safari,Card,Other,7,53.0,No,Direct,12,1704,0
149.01,Desktop,Other,Card,UK,4,220.0,No,Search,12,1320,0
-2.68,Tablet,Chrome,COD,BR,3,319.0,No,Direct,3,193,0
5.039999999999999,Mobile,Chrome,Card,US,2,90.0,Yes,Social,16,921,0
79.22,Mobile,Chrome,Card,US,1,134.0,No,Social,3,140,0
-3.55,Desktop,Firefox,Card,CN,7,132.0,Yes,Direct,2,928,0
32.67,Desktop,Chrome,PayPal,FR,4,173.0,No,Social,7,1534,0
51.51,Tablet,Other,PayPal,UK,7,230.0,Yes,Ads,11,598,0
11.71,Mobile,Chrome,Card,CN,6,355.0,No,Search,18,1436,0
35.06,Desktop,Chrome,Card,US,6,209.0,Yes,Search,18,573,0
26.08,Desktop,Other,Card,DE,4,376.0,No,Search,10,139,0
130.09,Desktop,Chrome,Card,US,5,51.0,Yes,Direct,14,850,0
-0.3000000000000007,Mobile,Firefox,PayPal,US,6,108.0,No,Search,5,642,0
25.74,Desktop,Chrome,PayPal,BR,6,104.0,No,Direct,16,1429,0
23.81,Desktop,Other,PayPal,UK,7,144.0,No,Direct,20,429,0
0.5199999999999996,Mobile,Chrome,Card,US,6,95.0,Yes,Direct,2,611,0
30.39,Mobile,Safari,Card,US,5,87.0,Yes,Ads,17,869,0
6.300000000000001,Desktop,Safari,Card,US,7,115.0,No,Ads,3,1714,0
79.05,Desktop,Firefox,PayPal,CN,1,70.0,No,Ads,5,1717,0
70.17,Mobile,Chrome,Card,DE,5,65.0,Yes,Direct,7,177,1
110.53,Desktop,Edge,Card,US,2,183.0,Yes,Direct,23,506,0
38.58,Desktop,Chrome,Card,UK,6,72.0,No,Direct,17,741,0
9.93,Mobile,Chrome,PayPal,BR,6,224.0,No,Search,20,1274,0
116.7,Desktop,Safari,PayPal,UK,1,33.0,No,Search,20,1091,0
34.27,Desktop,Chrome,Card,UK,3,114.0,Yes,Direct,16,1611,0
251.87,Desktop,Chrome,PayPal,UK,7,140.0,No,Search,9,725,0
24.840000000000003,Desktop,Edge,Card,UK,2,408.0,Yes,Social,21,1581,0
33.25,Desktop,Firefox,PayPal,UK,5,30.0,No,Search,9,1724,0
23.380000000000003,Tablet,Safari,Card,CN,1,408.0,Yes,Direct,3,875,0
71.37,Desktop,Chrome,Card,IN,4,199.0,Yes,Direct,10,837,0
14.55,Desktop,Safari,Card,US,1,100.0,No,Search,22,1487,0
77.54,Mobile,Chrome,Card,UK,4,253.0,No,Ads,5,558,0
9.2,Mobile,Edge,PayPal,US,6,257.0,No,Search,9,171,0
136.05,Desktop,Chrome,Card,US,3,169.0,No,Social,0,1180,0
156.89,Desktop,Edge,PayPal,CN,5,242.0,Yes,Ads,7,1410,0
185.97,Desktop,Safari,Card,CN,1,389.0,No,Social,5,1013,0
805.42,Desktop,Chrome,PayPal,Other,4,121.0,No,Direct,20,1722,0
32.93,Desktop,Safari,Card,Other,3,167.0,Yes,Direct,6,1250,0
531.33,Desktop,Chrome,Card,US,6,71.0,No,Direct,15,1781,0
131.26,Desktop,Safari,PayPal,US,7,91.0,No,Social,9,607,0
26.11,Mobile,Edge,Card,BR,3,112.0,No,Search,13,273,0
25.950000000000003,Desktop,Other,Card,US,2,146.0,No,Search,11,1368,0
256.04,Mobile,Chrome,Card,IN,7,18.0,No,Search,19,738,1
274.69,Mobile,Chrome,BankTransfer,US,4,66.0,No,Ads,10,671,0
29.65,Desktop,Chrome,Card,BR,2,201.0,No,Search,7,1200,0
359.1,Tablet,Chrome,Card,CN,1,208.0,No,Social,17,1144,0
251.7,Mobile,Safari,Card,CN,5,69.0,Yes,Search,17,35,0
35.22,Desktop,Chrome,BankTransfer,CN,4,80.0,Yes,Search,21,1815,0
144.16,Mobile,Chrome,Card,US,4,134.0,No,Search,12,62,1
62.120000000000005,Desktop,Edge,PayPal,DE,7,153.0,No,Search,5,668,0
21.51,Mobile,Chrome,PayPal,US,4,239.0,No,Search,8,275,0
147.26,Mobile,Safari,Card,IN,7,150.0,No,Direct,8,225,0
56.16,Tablet,Edge,Card,US,5,191.0,Yes,Direct,11,378,0
36.92,Desktop,Firefox,PayPal,IN,3,205.0,No,Search,13,1806,0
99.09,Mobile,Edge,Card,DE,3,227.0,Yes,Search,4,1155,0
53.67,Mobile,Edge,Card,FR,5,22.0,No,Search,8,1073,0
-6.55,Desktop,Safari,PayPal,Other,5,86.0,No,Direct,17,552,0
133.58,Mobile,Chrome,Card,UK,5,53.0,Yes,Social,11,1735,0
184.11,Mobile,Edge,PayPal,UK,5,78.0,Yes,Search,8,1312,0
106.39,Mobile,Chrome,Card,BR,5,236.0,No,Search,22,1484,0
18.05,Desktop,Chrome,PayPal,IN,2,224.0,Yes,Search,6,685,0
10.91,Desktop,Chrome,PayPal,IN,7,73.0,No,Ads,12,1625,0
113.25,Tablet,Chrome,PayPal,DE,7,510.0,No,Social,20,1451,0
90.3,Mobile,Chrome,Card,FR,5,129.0,No,Ads,8,1203,0
30.14,Mobile,Edge,Card,CN,1,229.0,No,Direct,2,1178,0
95.06,Mobile,Safari,Card,Other,7,201.0,No,Direct,5,1457,0
83.73,Mobile,Other,PayPal,US,7,366.0,No,Direct,15,1161,0
32.58,Mobile,Firefox,PayPal,US,7,277.0,No,Direct,12,383,0
157.6,Tablet,Chrome,Card,BR,4,122.0,Yes,Direct,1,1729,0
57.02,Mobile,Safari,Card,IN,5,213.0,No,Social,18,414,0
32.11,Mobile,Safari,PayPal,US,7,119.0,No,Social,4,190,0
189.44,Desktop,Firefox,Card,Other,6,381.0,No,Search,12,1616,0
42.54,Desktop,Chrome,PayPal,DE,1,46.0,Yes,Ads,3,950,0
48.28,Mobile,Chrome,Card,US,5,166.0,Yes,Direct,3,317,0
377.59,Mobile,Chrome,Card,US,4,143.0,No,Search,22,149,0
8.489999999999998,Mobile,Chrome,PayPal,BR,4,92.0,No,Search,4,872,0
16.91,Desktop,Chrome,Card,US,2,50.0,Yes,Search,6,1369,0
14.07,Desktop,Safari,PayPal,IN,5,82.0,No,Direct,18,873,0
155.56,Mobile,Safari,Card,US,1,233.0,Yes,Search,2,100,1
4.17,Mobile,Safari,Card,FR,6,270.0,No,Direct,21,1050,0
2.630000000000001,Mobile,Safari,PayPal,UK,7,47.0,Yes,Search,12,1724,0
-5.07,Mobile,Chrome,PayPal,Other,3,190.0,Yes,Direct,17,1614,0
29.32,Tablet,Safari,Card,IN,2,155.0,No,Search,19,1162,0
19.88,Tablet,Edge,Card,IN,2,155.0,No,Social,22,1698,0
19.01,Desktop,Edge,Card,US,4,295.0,Yes,Search,22,1346,0
85.45,Tablet,Safari,PayPal,BR,7,158.0,No,Search,1,17,0
30.950000000000003,Mobile,Firefox,Card,FR,3,50.0,Yes,Ads,0,542,0
74.56,Desktop,Firefox,PayPal,CN,2,281.0,Yes,Direct,4,536,0
64.36,Desktop,Edge,Card,UK,6,266.0,No,Ads,8,566,0
2.84,Desktop,Safari,BankTransfer,US,5,330.0,No,Social,14,1342,0
59.55,Mobile,Chrome,Card,US,6,226.0,No,Search,14,903,0
17.85,Desktop,Firefox,Card,UK,6,43.0,No,Search,12,1089,0
342.72,Mobile,Edge,BankTransfer,Other,3,166.0,Yes,Ads,12,1325,0
63.88,Desktop,Other,Card,FR,2,122.0,Yes,Search,21,1452,0
18.94,Mobile,Safari,Card,UK,5,72.0,No,Search,22,333,0
110.83,Mobile,Chrome,Card,FR,6,381.0,No,Direct,20,982,0
9.85,Mobile,Firefox,Card,IN,1,250.0,No,Social,9,1170,0
-0.5199999999999996,Desktop,Chrome,Card,BR,4,65.0,No,Search,3,153,0
13.739999999999998,Desktop,Safari,Card,BR,1,290.0,No,Search,0,1302,0
0.6600000000000001,Desktop,Firefox,Card,Other,7,45.0,Yes,Search,18,1410,0
622.49,Desktop,Safari,PayPal,BR,2,205.0,No,Search,1,717,1
2.0,Mobile,Chrome,PayPal,BR,1,47.0,No,Direct,13,872,0
-7.4,Mobile,Chrome,Card,US,4,85.0,No,Search,20,7,0
472.5,Mobile,Chrome,Card,FR,1,19.0,No,Direct,19,600,1
98.79,Tablet,Chrome,PayPal,US,5,280.0,No,Social,4,1750,0
19.68,Desktop,Other,PayPal,US,5,86.0,Yes,Direct,11,944,0
157.6,Desktop,Chrome,Card,US,1,260.0,No,Search,4,1251,0
55.64,Desktop,Chrome,Card,US,4,274.0,Yes,Social,1,95,1
